observationURI,sequenceNumber,obsID,collection,observationID,algorithm_name,type,intent
b'caom:HSTHLA/hst_10135_99_acs_wfc_f625w_07',,b'00000000-0000-0000-e19e-016153362699',b'HSTHLA',b'hst_10135_99_acs_wfc_f625w_07',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_82_acs_wfc_total',,b'00000000-0000-0000-bb55-0161533693c8',b'HSTHLA',b'hst_10135_82_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_99_acs_wfc_f625w_04',,b'00000000-0000-0000-5300-016153361b74',b'HSTHLA',b'hst_10135_99_acs_wfc_f625w_04',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_94_acs_wfc_f775w_02',,b'00000000-0000-0000-63fa-01615336952a',b'HSTHLA',b'hst_10135_94_acs_wfc_f775w_02',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_99_acs_wfc_f625w_05',,b'00000000-0000-0000-5220-016153361f42',b'HSTHLA',b'hst_10135_99_acs_wfc_f625w_05',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_03_acs_wfc_f775w_03',,b'00000000-0000-0000-95c0-016153360108',b'HSTHLA',b'hst_10135_03_acs_wfc_f775w_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_03_acs_wfc_f775w_06',,b'00000000-0000-0000-7c2d-016153360f15',b'HSTHLA',b'hst_10135_03_acs_wfc_f775w_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_94_acs_wfc_f775w_01',,b'00000000-0000-0000-d469-01615336cceb',b'HSTHLA',b'hst_10135_94_acs_wfc_f775w_01',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_94_acs_wfc_f775w_03',,b'00000000-0000-0000-2a75-01615336996f',b'HSTHLA',b'hst_10135_94_acs_wfc_f775w_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_99_acs_wfc_f625w_03',,b'00000000-0000-0000-fa4f-0161533617b8',b'HSTHLA',b'hst_10135_99_acs_wfc_f625w_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_94_acs_wfc_f775w_05',,b'00000000-0000-0000-f9a1-01615336a22c',b'HSTHLA',b'hst_10135_94_acs_wfc_f775w_05',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_96_acs_wfc_total',,b'00000000-0000-0000-3577-01615337097d',b'HSTHLA',b'hst_10135_96_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_94_acs_wfc_total',,b'00000000-0000-0000-bfb8-01615336ba79',b'HSTHLA',b'hst_10135_94_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_10_acs_wfc_total',,b'00000000-0000-0000-3b46-016153372190',b'HSTHLA',b'hst_10135_10_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_95_acs_wfc_total',,b'00000000-0000-0000-e477-016153370625',b'HSTHLA',b'hst_10135_95_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_94_acs_wfc_f775w_09',,b'00000000-0000-0000-ae9d-01615336b50f',b'HSTHLA',b'hst_10135_94_acs_wfc_f775w_09',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_81_acs_wfc_total',,b'00000000-0000-0000-6e9e-016153374cc8',b'HSTHLA',b'hst_10135_81_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_92_acs_wfc_total',,b'00000000-0000-0000-c4d5-0161533745f9',b'HSTHLA',b'hst_10135_92_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_99_acs_wfc_f625w_02',,b'00000000-0000-0000-45cd-01615336143b',b'HSTHLA',b'hst_10135_99_acs_wfc_f625w_02',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_99_acs_wfc_f625w_09',,b'00000000-0000-0000-8125-016153362313',b'HSTHLA',b'hst_10135_99_acs_wfc_f625w_09',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_94_acs_wfc_f775w_06',,b'00000000-0000-0000-cb8e-01615336a703',b'HSTHLA',b'hst_10135_94_acs_wfc_f775w_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_94_acs_wfc_f775w_08',,b'00000000-0000-0000-75a7-01615336b06e',b'HSTHLA',b'hst_10135_94_acs_wfc_f775w_08',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_94_acs_wfc_f775w',,b'00000000-0000-0000-2a7b-01615336d790',b'HSTHLA',b'hst_10135_94_acs_wfc_f775w',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_99_acs_wfc_f625w_01',,b'00000000-0000-0000-178d-016153363151',b'HSTHLA',b'hst_10135_99_acs_wfc_f625w_01',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_94_acs_wfc_f775w_07',,b'00000000-0000-0000-b03a-01615336abae',b'HSTHLA',b'hst_10135_94_acs_wfc_f775w_07',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_94_acs_wfc_f775w_04',,b'00000000-0000-0000-351c-016153369dca',b'HSTHLA',b'hst_10135_94_acs_wfc_f775w_04',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_93_acs_wfc_total',,b'00000000-0000-0000-2ee6-01615337a3ba',b'HSTHLA',b'hst_10135_93_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_92_acs_wfc_f775w_07',,b'00000000-0000-0000-d290-016153378e0a',b'HSTHLA',b'hst_10135_92_acs_wfc_f775w_07',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_92_acs_wfc_f775w_01',,b'00000000-0000-0000-d3ae-016153379bff',b'HSTHLA',b'hst_10135_92_acs_wfc_f775w_01',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_92_acs_wfc_f775w_02',,b'00000000-0000-0000-7cc8-0161533775ae',b'HSTHLA',b'hst_10135_92_acs_wfc_f775w_02',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_93_acs_wfc_f775w_05',,b'00000000-0000-0000-a5b4-01615337d1fe',b'HSTHLA',b'hst_10135_93_acs_wfc_f775w_05',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_93_acs_wfc_f775w',,b'00000000-0000-0000-6971-01615337f037',b'HSTHLA',b'hst_10135_93_acs_wfc_f775w',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_61_acs_wfc_total',,b'00000000-0000-0000-2357-016153380b38',b'HSTHLA',b'hst_10135_61_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_62_acs_wfc_total',,b'00000000-0000-0000-6b8d-01615337ff5b',b'HSTHLA',b'hst_10135_62_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_93_acs_wfc_f775w_06',,b'00000000-0000-0000-dbe7-01615337d63c',b'HSTHLA',b'hst_10135_93_acs_wfc_f775w_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_93_acs_wfc_f775w_01',,b'00000000-0000-0000-7d27-01615337e74f',b'HSTHLA',b'hst_10135_93_acs_wfc_f775w_01',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_92_acs_wfc_f775w_04',,b'00000000-0000-0000-ea0c-016153377f0a',b'HSTHLA',b'hst_10135_92_acs_wfc_f775w_04',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_93_acs_wfc_f775w_02',,b'00000000-0000-0000-4a3e-016153379e92',b'HSTHLA',b'hst_10135_93_acs_wfc_f775w_02',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_09_acs_wfc_total',,b'00000000-0000-0000-c66b-01615338505f',b'HSTHLA',b'hst_10135_09_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_92_acs_wfc_f775w_05',,b'00000000-0000-0000-b25b-01615337837f',b'HSTHLA',b'hst_10135_92_acs_wfc_f775w_05',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_93_acs_wfc_f775w_07',,b'00000000-0000-0000-6765-01615337daa6',b'HSTHLA',b'hst_10135_93_acs_wfc_f775w_07',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_92_acs_wfc_f775w_08',,b'00000000-0000-0000-0c16-01615337929a',b'HSTHLA',b'hst_10135_92_acs_wfc_f775w_08',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_92_acs_wfc_f775w',,b'00000000-0000-0000-a327-01615337a5de',b'HSTHLA',b'hst_10135_92_acs_wfc_f775w',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_09_acs_wfc_f775w_05',,b'00000000-0000-0000-35b8-016153382efa',b'HSTHLA',b'hst_10135_09_acs_wfc_f775w_05',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_92_acs_wfc_f775w_03',,b'00000000-0000-0000-bace-016153377a04',b'HSTHLA',b'hst_10135_92_acs_wfc_f775w_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_09_acs_wfc_f775w_09',,b'00000000-0000-0000-d646-016153385142',b'HSTHLA',b'hst_10135_09_acs_wfc_f775w_09',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_09_acs_wfc_f775w_03',,b'00000000-0000-0000-011c-016153381442',b'HSTHLA',b'hst_10135_09_acs_wfc_f775w_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_92_acs_wfc_f775w_09',,b'00000000-0000-0000-9368-016153379776',b'HSTHLA',b'hst_10135_92_acs_wfc_f775w_09',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_92_acs_wfc_f775w_06',,b'00000000-0000-0000-8513-016153378946',b'HSTHLA',b'hst_10135_92_acs_wfc_f775w_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_93_acs_wfc_f775w_09',,b'00000000-0000-0000-b4c1-01615337e33e',b'HSTHLA',b'hst_10135_93_acs_wfc_f775w_09',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_09_acs_wfc_f775w_07',,b'00000000-0000-0000-6f00-016153383647',b'HSTHLA',b'hst_10135_09_acs_wfc_f775w_07',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_09_acs_wfc_f775w_08',,b'00000000-0000-0000-910e-016153384d9b',b'HSTHLA',b'hst_10135_09_acs_wfc_f775w_08',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_93_acs_wfc_f775w_08',,b'00000000-0000-0000-5a80-01615337dec1',b'HSTHLA',b'hst_10135_93_acs_wfc_f775w_08',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_93_acs_wfc_f775w_04',,b'00000000-0000-0000-9913-01615337cde5',b'HSTHLA',b'hst_10135_93_acs_wfc_f775w_04',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_09_acs_wfc_f775w_04',,b'00000000-0000-0000-3ebd-016153382ba3',b'HSTHLA',b'hst_10135_09_acs_wfc_f775w_04',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_09_acs_wfc_f775w',,b'00000000-0000-0000-1387-01615338aa97',b'HSTHLA',b'hst_10135_09_acs_wfc_f775w',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_93_acs_wfc_f775w_03',,b'00000000-0000-0000-7080-01615337a2ba',b'HSTHLA',b'hst_10135_93_acs_wfc_f775w_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_09_acs_wfc_f775w_06',,b'00000000-0000-0000-9c0a-0161533832b9',b'HSTHLA',b'hst_10135_09_acs_wfc_f775w_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_09_acs_wfc_f775w_02',,b'00000000-0000-0000-1c41-01615337e990',b'HSTHLA',b'hst_10135_09_acs_wfc_f775w_02',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_91_acs_wfc_total',,b'00000000-0000-0000-a554-01615338ff56',b'HSTHLA',b'hst_10135_91_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_71_acs_wfc_total',,b'00000000-0000-0000-a759-0161533aa972',b'HSTHLA',b'hst_10135_71_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_72_acs_wfc_total',,b'00000000-0000-0000-09ca-0161533aa974',b'HSTHLA',b'hst_10135_72_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_98_acs_wfc_f625w_08',,b'00000000-0000-0000-3324-0161533d3a20',b'HSTHLA',b'hst_10135_98_acs_wfc_f625w_08',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_98_acs_wfc_f625w',,b'00000000-0000-0000-096e-0161533d5b22',b'HSTHLA',b'hst_10135_98_acs_wfc_f625w',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_98_acs_wfc_f625w_05',,b'00000000-0000-0000-e496-0161533d2cea',b'HSTHLA',b'hst_10135_98_acs_wfc_f625w_05',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_98_acs_wfc_f625w_07',,b'00000000-0000-0000-248f-0161533d35c3',b'HSTHLA',b'hst_10135_98_acs_wfc_f625w_07',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_98_acs_wfc_f625w_02',,b'00000000-0000-0000-c043-0161533d479a',b'HSTHLA',b'hst_10135_98_acs_wfc_f625w_02',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_98_acs_wfc_f625w_06',,b'00000000-0000-0000-ffa3-0161533d315a',b'HSTHLA',b'hst_10135_98_acs_wfc_f625w_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_98_acs_wfc_f625w_03',,b'00000000-0000-0000-9eba-0161533d4c0c',b'HSTHLA',b'hst_10135_98_acs_wfc_f625w_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_98_acs_wfc_f625w_04',,b'00000000-0000-0000-e41a-0161533d5085',b'HSTHLA',b'hst_10135_98_acs_wfc_f625w_04',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_98_acs_wfc_f625w_09',,b'00000000-0000-0000-0049-0161533d3e73',b'HSTHLA',b'hst_10135_98_acs_wfc_f625w_09',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_98_acs_wfc_f625w_01',,b'00000000-0000-0000-1320-0161533d4311',b'HSTHLA',b'hst_10135_98_acs_wfc_f625w_01',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_98_acs_wfc_total',,b'00000000-0000-0000-fbbf-0161533dac64',b'HSTHLA',b'hst_10135_98_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_06_acs_wfc_total',,b'00000000-0000-0000-7869-0161533e6d86',b'HSTHLA',b'hst_10135_06_acs_wfc_total',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:GEMINI/GS-2003A-Q-43-1-10135',,b'b01f8397-dabe-4ab9-84f0-7dbceb87f0a8',b'GEMINI',b'GS-2003A-Q-43-1-10135',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/FCSE00101353',,b'00000000-0000-0000-8ee7-8f0d6e8f1af5',b'SUBARU',b'FCSE00101353',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/FCSE00101355',,b'00000000-0000-0000-8a15-92af099e77b0',b'SUBARU',b'FCSE00101355',b'exposure',b'OBJECT',b'science'
b'caom:JCMT/myc28@930922_101350_das_0232',,b'00000000-0000-0000-3ae1-014410e0cb56',b'JCMT',b'myc28@930922_101350_das_0232',b'exposure',b'',b'science'
b'caom:HSTHLA/hst_10135_91_acs_wfc_f850lp_03',,b'00000000-0000-0000-5fdc-01615ce40acb',b'HSTHLA',b'hst_10135_91_acs_wfc_f850lp_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_06_acs_wfc_f850lp',,b'00000000-0000-0000-8723-01615ce47b29',b'HSTHLA',b'hst_10135_06_acs_wfc_f850lp',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_06_acs_wfc_f850lp_05',,b'00000000-0000-0000-fb07-01615ce46e8b',b'HSTHLA',b'hst_10135_06_acs_wfc_f850lp_05',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_91_acs_wfc_f850lp_05',,b'00000000-0000-0000-0da9-01615ce3e718',b'HSTHLA',b'hst_10135_91_acs_wfc_f850lp_05',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_91_acs_wfc_f850lp_02',,b'00000000-0000-0000-9d8d-01615ce40f51',b'HSTHLA',b'hst_10135_91_acs_wfc_f850lp_02',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_95_acs_wfc_f850lp_07',,b'00000000-0000-0000-adbc-01615ce45c0f',b'HSTHLA',b'hst_10135_95_acs_wfc_f850lp_07',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_95_acs_wfc_f850lp_02',,b'00000000-0000-0000-1f95-01615ce449f8',b'HSTHLA',b'hst_10135_95_acs_wfc_f850lp_02',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_91_acs_wfc_f850lp_04',,b'00000000-0000-0000-57f8-01615ce40327',b'HSTHLA',b'hst_10135_91_acs_wfc_f850lp_04',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_95_acs_wfc_f850lp_03',,b'00000000-0000-0000-f89f-01615ce44e28',b'HSTHLA',b'hst_10135_95_acs_wfc_f850lp_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_10_acs_wfc_f850lp_01',,b'00000000-0000-0000-a0e6-01615ce47a24',b'HSTHLA',b'hst_10135_10_acs_wfc_f850lp_01',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_01_acs_wfc_f850lp_04',,b'00000000-0000-0000-9c80-01615ce440e7',b'HSTHLA',b'hst_10135_01_acs_wfc_f850lp_04',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_01_acs_wfc_f850lp',,b'00000000-0000-0000-cd27-01615ce454a4',b'HSTHLA',b'hst_10135_01_acs_wfc_f850lp',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_06_acs_wfc_f850lp_01',,b'00000000-0000-0000-3948-01615ce45efd',b'HSTHLA',b'hst_10135_06_acs_wfc_f850lp_01',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_91_acs_wfc_f850lp',,b'00000000-0000-0000-169b-01615ce41ee7',b'HSTHLA',b'hst_10135_91_acs_wfc_f850lp',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_06_acs_wfc_f850lp_06',,b'00000000-0000-0000-35f3-01615ce4723a',b'HSTHLA',b'hst_10135_06_acs_wfc_f850lp_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_95_acs_wfc_f850lp_05',,b'00000000-0000-0000-0b43-01615ce45515',b'HSTHLA',b'hst_10135_95_acs_wfc_f850lp_05',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_01_acs_wfc_f850lp_05',,b'00000000-0000-0000-959a-01615ce4466d',b'HSTHLA',b'hst_10135_01_acs_wfc_f850lp_05',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_06_acs_wfc_f850lp_02',,b'00000000-0000-0000-f919-01615ce4636c',b'HSTHLA',b'hst_10135_06_acs_wfc_f850lp_02',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_10_acs_wfc_f850lp_07',,b'00000000-0000-0000-756f-01615ce44368',b'HSTHLA',b'hst_10135_10_acs_wfc_f850lp_07',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_95_acs_wfc_f850lp_04',,b'00000000-0000-0000-a18e-01615ce45180',b'HSTHLA',b'hst_10135_95_acs_wfc_f850lp_04',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_91_acs_wfc_f850lp_01',,b'00000000-0000-0000-46e7-01615ce413b5',b'HSTHLA',b'hst_10135_91_acs_wfc_f850lp_01',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_04_acs_wfc_f850lp',,b'00000000-0000-0000-d3f9-01615ce4bd99',b'HSTHLA',b'hst_10135_04_acs_wfc_f850lp',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_04_acs_wfc_f850lp_02',,b'00000000-0000-0000-8a24-01615ce45918',b'HSTHLA',b'hst_10135_04_acs_wfc_f850lp_02',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_04_acs_wfc_f850lp_03',,b'00000000-0000-0000-3c39-01615ce470c0',b'HSTHLA',b'hst_10135_04_acs_wfc_f850lp_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_01_acs_wfc_f850lp_02',,b'00000000-0000-0000-7714-01615ce43514',b'HSTHLA',b'hst_10135_01_acs_wfc_f850lp_02',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_06_acs_wfc_f850lp_04',,b'00000000-0000-0000-a080-01615ce46ad5',b'HSTHLA',b'hst_10135_06_acs_wfc_f850lp_04',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_10_acs_wfc_f850lp',,b'00000000-0000-0000-9860-01615ce48510',b'HSTHLA',b'hst_10135_10_acs_wfc_f850lp',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_04_acs_wfc_f850lp_05',,b'00000000-0000-0000-eea9-01615ce4a000',b'HSTHLA',b'hst_10135_04_acs_wfc_f850lp_05',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_06_acs_wfc_f850lp_03',,b'00000000-0000-0000-a0a5-01615ce46731',b'HSTHLA',b'hst_10135_06_acs_wfc_f850lp_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_91_acs_wfc_f850lp_06',,b'00000000-0000-0000-3c75-01615ce3eb5d',b'HSTHLA',b'hst_10135_91_acs_wfc_f850lp_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_10_acs_wfc_f850lp_09',,b'00000000-0000-0000-f2a7-01615ce475b3',b'HSTHLA',b'hst_10135_10_acs_wfc_f850lp_09',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_95_acs_wfc_f850lp',,b'00000000-0000-0000-4d8d-01615ce46f2c',b'HSTHLA',b'hst_10135_95_acs_wfc_f850lp',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:HSTHLA/hst_10135_01_acs_wfc_f850lp_01',,b'00000000-0000-0000-789c-01615ce3f586',b'HSTHLA',b'hst_10135_01_acs_wfc_f850lp_01',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_01_acs_wfc_f850lp_03',,b'00000000-0000-0000-3ee5-01615ce43aaa',b'HSTHLA',b'hst_10135_01_acs_wfc_f850lp_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_10_acs_wfc_f850lp_08',,b'00000000-0000-0000-fda1-01615ce44868',b'HSTHLA',b'hst_10135_10_acs_wfc_f850lp_08',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_95_acs_wfc_f850lp_06',,b'00000000-0000-0000-f06c-01615ce4588b',b'HSTHLA',b'hst_10135_95_acs_wfc_f850lp_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_10_acs_wfc_f850lp_06',,b'00000000-0000-0000-7757-01615ce43ed5',b'HSTHLA',b'hst_10135_10_acs_wfc_f850lp_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_01_acs_wfc_f850lp_06',,b'00000000-0000-0000-f584-01615ce44ac6',b'HSTHLA',b'hst_10135_01_acs_wfc_f850lp_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_04_acs_wfc_f850lp_06',,b'00000000-0000-0000-9e47-01615ce4a3a4',b'HSTHLA',b'hst_10135_04_acs_wfc_f850lp_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_95_acs_wfc_f850lp_08',,b'00000000-0000-0000-ac0d-01615ce45fe5',b'HSTHLA',b'hst_10135_95_acs_wfc_f850lp_08',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_95_acs_wfc_f850lp_01',,b'00000000-0000-0000-df0a-01615ce466ff',b'HSTHLA',b'hst_10135_95_acs_wfc_f850lp_01',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_04_acs_wfc_f850lp_01',,b'00000000-0000-0000-1be8-01615ce4b2fe',b'HSTHLA',b'hst_10135_04_acs_wfc_f850lp_01',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_04_acs_wfc_f850lp_08',,b'00000000-0000-0000-e236-01615ce4ab62',b'HSTHLA',b'hst_10135_04_acs_wfc_f850lp_08',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_10_acs_wfc_f850lp_04',,b'00000000-0000-0000-543e-01615ce435d9',b'HSTHLA',b'hst_10135_10_acs_wfc_f850lp_04',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_04_acs_wfc_f850lp_09',,b'00000000-0000-0000-5b6e-01615ce4af20',b'HSTHLA',b'hst_10135_04_acs_wfc_f850lp_09',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_10_acs_wfc_f850lp_03',,b'00000000-0000-0000-30ea-01615ce43131',b'HSTHLA',b'hst_10135_10_acs_wfc_f850lp_03',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_04_acs_wfc_f850lp_07',,b'00000000-0000-0000-7a91-01615ce4a799',b'HSTHLA',b'hst_10135_04_acs_wfc_f850lp_07',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_95_acs_wfc_f850lp_09',,b'00000000-0000-0000-871a-01615ce46376',b'HSTHLA',b'hst_10135_95_acs_wfc_f850lp_09',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_04_acs_wfc_f850lp_04',,b'00000000-0000-0000-3648-01615ce49bfe',b'HSTHLA',b'hst_10135_04_acs_wfc_f850lp_04',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_10_acs_wfc_f850lp_05',,b'00000000-0000-0000-1e83-01615ce43a7c',b'HSTHLA',b'hst_10135_10_acs_wfc_f850lp_05',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_10_acs_wfc_f850lp_02',,b'00000000-0000-0000-a2dc-01615ce4053a',b'HSTHLA',b'hst_10135_10_acs_wfc_f850lp_02',b'exposure',b'object',b'science'
b'caom:NOAO/psg_170411_010135_ori',,b'00000000-0000-0000-b795-44f7b8caf90a',b'NOAO',b'psg_170411_010135_ori',b'exposure',b'object',b'science'
b'caom:JCMT/DAS_00081_19950102T101359',81.0,b'00000000-0000-0000-bad4-03fcf33b2315',b'JCMT',b'DAS_00081_19950102T101359',b'exposure',b'grid',b'science'
b'caom:JCMT/DAS_00032_20000828T101351',32.0,b'00000000-0000-0000-0274-03faef3c643d',b'JCMT',b'DAS_00032_20000828T101351',b'exposure',b'grid',b'science'
b'caom:CFHT/1910135',1910135.0,b'00000000-0000-0000-b9e2-01537ffa0a7f',b'CFHT',b'1910135',b'exposure',b'OBJECT',b'science'
