observationURI,sequenceNumber,obsID,collection,observationID,algorithm_name,type,intent
b'caom:NOAO/tu1310135',,b'00000000-0000-0000-b354-bb6d0f3003d0',b'NOAO',b'tu1310135',b'exposure',b'object',b'science'
b'caom:NOAO/k4f_050915_101351_ori',,b'00000000-0000-0000-8d81-90950f32d099',b'NOAO',b'k4f_050915_101351_ori',b'exposure',b'',b'science'
b'caom:NOAO/c09i_080405_010135_ori',,b'00000000-0000-0000-9edc-5bef45e9870b',b'NOAO',b'c09i_080405_010135_ori',b'exposure',b'',b'science'
b'caom:NOAO/c09i_080404_010135_ori',,b'00000000-0000-0000-92a7-1cbc8d593586',b'NOAO',b'c09i_080404_010135_ori',b'exposure',b'',b'science'
b'caom:NOAO/c09i_170724_101355_ori',,b'00000000-0000-0000-a681-6785233449bb',b'NOAO',b'c09i_170724_101355_ori',b'exposure',b'object',b'science'
b'caom:NOAO/kp710135',,b'00000000-0000-0000-bb3f-43791695ea03',b'NOAO',b'kp710135',b'exposure',b'object',b'science'
b'caom:NOAO/ksb_160402_101352_ori',,b'00000000-0000-0000-bc42-d282c6f3ee5f',b'NOAO',b'ksb_160402_101352_ori',b'exposure',b'object',b'science'
b'caom:NOAO/ksb_160402_101352_ood_r_v1',,b'00000000-0000-0000-90ca-9ad194bd0a3d',b'NOAO',b'ksb_160402_101352_ood_r_v1',b'exposure',b'object',b'science'
b'caom:NOAO/ksb_160402_101352_oow_r_v1',,b'00000000-0000-0000-bb17-c6e9695fa9d6',b'NOAO',b'ksb_160402_101352_oow_r_v1',b'exposure',b'object',b'science'
b'caom:NOAO/ksb_160402_101352_ooi_r_v1',,b'00000000-0000-0000-b911-1f1d809c4bf3',b'NOAO',b'ksb_160402_101352_ooi_r_v1',b'exposure',b'object',b'science'
b'caom:NOAO/c09i_050909_010135_ori',,b'00000000-0000-0000-be5e-26e8ad1614ad',b'NOAO',b'c09i_050909_010135_ori',b'exposure',b'',b'science'
b'caom:NOAO/kww_160401_101358_ori',,b'00000000-0000-0000-af29-925e649b2fb4',b'NOAO',b'kww_160401_101358_ori',b'exposure',b'',b'science'
b'caom:NOAO/k4n_080329_101359_ori',,b'00000000-0000-0000-9b2e-43816136d59f',b'NOAO',b'k4n_080329_101359_ori',b'exposure',b'object',b'science'
b'caom:NOAO/k4n_080326_101357_ori',,b'00000000-0000-0000-a0c5-da62d80b9388',b'NOAO',b'k4n_080326_101357_ori',b'exposure',b'object',b'science'
b'caom:NOAO/c15e_150122_101359_dri',,b'00000000-0000-0000-a535-0e16735cbd45',b'NOAO',b'c15e_150122_101359_dri',b'exposure',b'',b'science'
b'caom:NOAO/c13a_170716_010135_ori',,b'00000000-0000-0000-8e06-02608b39d989',b'NOAO',b'c13a_170716_010135_ori',b'exposure',b'object',b'science'
b'caom:NOAO/c13a_080322_210135_fri',,b'00000000-0000-0000-a32d-ca5c1a33247d',b'NOAO',b'c13a_080322_210135_fri',b'exposure',b'',b'science'
b'caom:NOAO/c13a_170712_010135_ori',,b'00000000-0000-0000-9bda-d4762e9401f3',b'NOAO',b'c13a_170712_010135_ori',b'exposure',b'object',b'science'
b'caom:NOAO/k21f_050831_101358_ori',,b'00000000-0000-0000-b3d1-94224a5441b2',b'NOAO',b'k21f_050831_101358_ori',b'exposure',b'',b'science'
b'caom:NOAO/c13a_050829_210135_fri',,b'00000000-0000-0000-8e6d-ff748e3d9cee',b'NOAO',b'c13a_050829_210135_fri',b'exposure',b'',b'science'
b'caom:NOAO/kww_160328_101358_ori',,b'00000000-0000-0000-9788-0047ca5d9752',b'NOAO',b'kww_160328_101358_ori',b'exposure',b'',b'science'
b'caom:NOAO/k21f_080322_101350_ori',,b'00000000-0000-0000-9d25-86c7909f4e1b',b'NOAO',b'k21f_080322_101350_ori',b'exposure',b'',b'science'
b'caom:NOAO/k21f_050829_110135_ori',,b'00000000-0000-0000-95b7-0b181f926e70',b'NOAO',b'k21f_050829_110135_ori',b'exposure',b'',b'science'
b'caom:NOAO/c4c_170707_101356_ori',,b'00000000-0000-0000-ac36-db3ded7fd2c0',b'NOAO',b'c4c_170707_101356_ori',b'exposure',b'object',b'science'
b'caom:NOAO/k21f_050828_101353_ori',,b'00000000-0000-0000-b627-3a4a5bf05ca7',b'NOAO',b'k21f_050828_101353_ori',b'exposure',b'',b'science'
b'caom:NOAO/c15e_160327_101352_ori',,b'00000000-0000-0000-ab22-b166fea4b8ce',b'NOAO',b'c15e_160327_101352_ori',b'exposure',b'',b'science'
b'caom:NOAO/ksb_150118_101350_ori',,b'00000000-0000-0000-be39-56cd32c9cd9c',b'NOAO',b'ksb_150118_101350_ori',b'exposure',b'object',b'science'
b'caom:NOAO/c15e_150117_101358_dri',,b'00000000-0000-0000-8fc1-ce5f5aa97d78',b'NOAO',b'c15e_150117_101358_dri',b'exposure',b'',b'science'
b'caom:NOAO/c15s_061009_210135_zri',,b'00000000-0000-0000-b499-07732c615996',b'NOAO',b'c15s_061009_210135_zri',b'exposure',b'',b'science'
b'caom:NOAO/k4f_061010_101357_dri',,b'00000000-0000-0000-95e0-87d2437d85cf',b'NOAO',b'k4f_061010_101357_dri',b'exposure',b'',b'science'
b'caom:NOAO/k4f_061004_101354_ori',,b'00000000-0000-0000-9043-5c1ac6d986a1',b'NOAO',b'k4f_061004_101354_ori',b'exposure',b'',b'science'
b'caom:NOAO/c15e_150112_101355_dri',,b'00000000-0000-0000-8902-f5d047cb96e7',b'NOAO',b'c15e_150112_101355_dri',b'exposure',b'',b'science'
b'caom:NOAO/k09i_061003_101351_ori',,b'00000000-0000-0000-a553-594be0835d20',b'NOAO',b'k09i_061003_101351_ori',b'exposure',b'',b'science'
b'caom:NOAO/k4m_170622_101355_opd_VR_v1',,b'00000000-0000-0000-997c-8c0e71dca103',b'NOAO',b'k4m_170622_101355_opd_VR_v1',b'exposure',b'object',b'science'
b'caom:NOAO/k4m_170622_101355_opi_VR_v1',,b'00000000-0000-0000-8f77-de9698c4cd3a',b'NOAO',b'k4m_170622_101355_opi_VR_v1',b'exposure',b'object',b'science'
b'caom:NOAO/k4m_170622_101355_ood_VR_v1',,b'00000000-0000-0000-bc14-20783105b6ab',b'NOAO',b'k4m_170622_101355_ood_VR_v1',b'exposure',b'object',b'science'
b'caom:NOAO/k4m_170622_101355_ooi_VR_v1',,b'00000000-0000-0000-b955-21862ad5b7c1',b'NOAO',b'k4m_170622_101355_ooi_VR_v1',b'exposure',b'object',b'science'
b'caom:NOAO/k4m_170622_101355_oow_VR_v1',,b'00000000-0000-0000-a105-b0fa643fa696',b'NOAO',b'k4m_170622_101355_oow_VR_v1',b'exposure',b'object',b'science'
b'caom:NOAO/k4m_170622_101355_ori',,b'00000000-0000-0000-9058-4529f1168cd7',b'NOAO',b'k4m_170622_101355_ori',b'exposure',b'object',b'science'
b'caom:NOAO/psi_080315_010135_ori',,b'00000000-0000-0000-a3cf-07f61b74243f',b'NOAO',b'psi_080315_010135_ori',b'exposure',b'object',b'science'
b'caom:NOAO/k4n_080315_110135_ori',,b'00000000-0000-0000-b0a4-b110bba6adc0',b'NOAO',b'k4n_080315_110135_ori',b'exposure',b'object',b'science'
b'caom:NOAO/kp1013542',,b'00000000-0000-0000-a918-633ee1b939a3',b'NOAO',b'kp1013542',b'exposure',b'',b'science'
b'caom:NOAO/kp1013581',,b'00000000-0000-0000-abb8-4bc0bbcd6878',b'NOAO',b'kp1013581',b'exposure',b'',b'science'
b'caom:NOAO/kp1013522',,b'00000000-0000-0000-ae12-41c26aa1cbf0',b'NOAO',b'kp1013522',b'exposure',b'',b'science'
b'caom:NOAO/kp1013583',,b'00000000-0000-0000-88b7-1a6207dd24c2',b'NOAO',b'kp1013583',b'exposure',b'',b'science'
b'caom:NOAO/kp1013543',,b'00000000-0000-0000-9c7a-6644215f463c',b'NOAO',b'kp1013543',b'exposure',b'',b'science'
b'caom:NOAO/kp1013565',,b'00000000-0000-0000-8ae1-f3c6fff5f789',b'NOAO',b'kp1013565',b'exposure',b'',b'science'
b'caom:NOAO/kp1013587',,b'00000000-0000-0000-8714-d92760dc03f0',b'NOAO',b'kp1013587',b'exposure',b'',b'science'
b'caom:NOAO/kp1013527',,b'00000000-0000-0000-b3d9-df770ccd2fb7',b'NOAO',b'kp1013527',b'exposure',b'',b'science'
b'caom:NOAO/kp1013576',,b'00000000-0000-0000-900d-c99837ed635b',b'NOAO',b'kp1013576',b'exposure',b'',b'science'
b'caom:NOAO/kp1013526',,b'00000000-0000-0000-ba9c-1af652d1817e',b'NOAO',b'kp1013526',b'exposure',b'',b'science'
b'caom:NOAO/kp1013531',,b'00000000-0000-0000-954a-084ee2d372af',b'NOAO',b'kp1013531',b'exposure',b'',b'science'
b'caom:NOAO/kp1013515',,b'00000000-0000-0000-8d7c-c6ffb5e550b0',b'NOAO',b'kp1013515',b'exposure',b'',b'science'
b'caom:NOAO/kp1013593',,b'00000000-0000-0000-843c-d33d05d7e6c3',b'NOAO',b'kp1013593',b'exposure',b'',b'science'
b'caom:NOAO/kp1013584',,b'00000000-0000-0000-81aa-2a739fa320d3',b'NOAO',b'kp1013584',b'exposure',b'',b'science'
b'caom:NOAO/kp1013547',,b'00000000-0000-0000-9656-a128c5239732',b'NOAO',b'kp1013547',b'exposure',b'',b'science'
b'caom:NOAO/kp1013509',,b'00000000-0000-0000-b6b9-2f942bfd1efd',b'NOAO',b'kp1013509',b'exposure',b'',b'science'
b'caom:NOAO/kp1013586',,b'00000000-0000-0000-a1bf-a57e93bcdacd',b'NOAO',b'kp1013586',b'exposure',b'',b'science'
b'caom:NOAO/kp1013588',,b'00000000-0000-0000-909d-230a67d595c6',b'NOAO',b'kp1013588',b'exposure',b'',b'science'
b'caom:NOAO/kp1013512',,b'00000000-0000-0000-b4e6-04fe49222707',b'NOAO',b'kp1013512',b'exposure',b'',b'science'
b'caom:NOAO/kp1013573',,b'00000000-0000-0000-87fd-8e53fd1789af',b'NOAO',b'kp1013573',b'exposure',b'',b'science'
b'caom:NOAO/kp1013525',,b'00000000-0000-0000-ae0d-81016eed0b94',b'NOAO',b'kp1013525',b'exposure',b'',b'science'
b'caom:NOAO/kp1013594',,b'00000000-0000-0000-9754-85f3ed185796',b'NOAO',b'kp1013594',b'exposure',b'',b'science'
b'caom:NOAO/kp1013571',,b'00000000-0000-0000-8b46-1e2ce48c1584',b'NOAO',b'kp1013571',b'exposure',b'',b'science'
b'caom:NOAO/kp1013578',,b'00000000-0000-0000-8900-1ac4c1297b95',b'NOAO',b'kp1013578',b'exposure',b'',b'science'
b'caom:NOAO/kp1013553',,b'00000000-0000-0000-904f-c8355f32fede',b'NOAO',b'kp1013553',b'exposure',b'',b'science'
b'caom:NOAO/kp1013539',,b'00000000-0000-0000-89fd-7ee2b7817674',b'NOAO',b'kp1013539',b'exposure',b'',b'science'
b'caom:NOAO/kp1013556',,b'00000000-0000-0000-85e0-cb1bfb777c1a',b'NOAO',b'kp1013556',b'exposure',b'',b'science'
b'caom:NOAO/kp1013516',,b'00000000-0000-0000-8eef-d810bb5410f8',b'NOAO',b'kp1013516',b'exposure',b'',b'science'
b'caom:NOAO/kp1013551',,b'00000000-0000-0000-a136-f3401d79945d',b'NOAO',b'kp1013551',b'exposure',b'',b'science'
b'caom:NOAO/kp1013569',,b'00000000-0000-0000-8399-09a224fb25b3',b'NOAO',b'kp1013569',b'exposure',b'',b'science'
b'caom:NOAO/kp1013546',,b'00000000-0000-0000-8a77-df62b4607f4b',b'NOAO',b'kp1013546',b'exposure',b'',b'science'
b'caom:NOAO/kp1013560',,b'00000000-0000-0000-8085-7ee738a4edae',b'NOAO',b'kp1013560',b'exposure',b'',b'science'
b'caom:NOAO/kp1013558',,b'00000000-0000-0000-b563-0d54c2d9690b',b'NOAO',b'kp1013558',b'exposure',b'',b'science'
b'caom:NOAO/kp1013549',,b'00000000-0000-0000-9729-d876fc7e11a8',b'NOAO',b'kp1013549',b'exposure',b'',b'science'
b'caom:NOAO/kp1013511',,b'00000000-0000-0000-829c-d263201110a9',b'NOAO',b'kp1013511',b'exposure',b'',b'science'
b'caom:NOAO/kp1013574',,b'00000000-0000-0000-9cbd-afcb6284146d',b'NOAO',b'kp1013574',b'exposure',b'',b'science'
b'caom:NOAO/kp1013554',,b'00000000-0000-0000-a88d-2cf3fa868d8a',b'NOAO',b'kp1013554',b'exposure',b'',b'science'
b'caom:NOAO/kp1013504',,b'00000000-0000-0000-b40f-a6deedc29b02',b'NOAO',b'kp1013504',b'exposure',b'',b'science'
b'caom:NOAO/kp1013533',,b'00000000-0000-0000-bd89-5b49059dc76b',b'NOAO',b'kp1013533',b'exposure',b'',b'science'
b'caom:NOAO/kp1013502',,b'00000000-0000-0000-b408-1f84e86a635f',b'NOAO',b'kp1013502',b'exposure',b'',b'science'
b'caom:NOAO/kp1013570',,b'00000000-0000-0000-94da-4cac655b8aa9',b'NOAO',b'kp1013570',b'exposure',b'',b'science'
b'caom:NOAO/kp1013567',,b'00000000-0000-0000-9eb1-450ace205be5',b'NOAO',b'kp1013567',b'exposure',b'',b'science'
b'caom:NOAO/kp1013528',,b'00000000-0000-0000-8a81-61cab9650e75',b'NOAO',b'kp1013528',b'exposure',b'',b'science'
b'caom:NOAO/kp1013563',,b'00000000-0000-0000-b861-71581b12547c',b'NOAO',b'kp1013563',b'exposure',b'',b'science'
b'caom:NOAO/kp1013506',,b'00000000-0000-0000-b25e-e8788188f249',b'NOAO',b'kp1013506',b'exposure',b'',b'science'
b'caom:NOAO/kp1013572',,b'00000000-0000-0000-80f1-1f6230a5f589',b'NOAO',b'kp1013572',b'exposure',b'',b'science'
b'caom:NOAO/kp1013598',,b'00000000-0000-0000-8f79-1c6942886be2',b'NOAO',b'kp1013598',b'exposure',b'',b'science'
b'caom:NOAO/kp1013568',,b'00000000-0000-0000-b3aa-c79a1d8b23b6',b'NOAO',b'kp1013568',b'exposure',b'',b'science'
b'caom:NOAO/kp1013582',,b'00000000-0000-0000-8b29-80ad3c6ff1c0',b'NOAO',b'kp1013582',b'exposure',b'',b'science'
b'caom:NOAO/kp1013514',,b'00000000-0000-0000-b3b0-a48080755e52',b'NOAO',b'kp1013514',b'exposure',b'',b'science'
b'caom:NOAO/kp1013508',,b'00000000-0000-0000-b207-48c62b3a3df4',b'NOAO',b'kp1013508',b'exposure',b'',b'science'
b'caom:NOAO/kp1013597',,b'00000000-0000-0000-a79e-1ab5f72e51a7',b'NOAO',b'kp1013597',b'exposure',b'',b'science'
b'caom:NOAO/kp1013536',,b'00000000-0000-0000-87d9-264fcb9a3286',b'NOAO',b'kp1013536',b'exposure',b'',b'science'
b'caom:NOAO/kp1013559',,b'00000000-0000-0000-875d-c6ccc7fa9c54',b'NOAO',b'kp1013559',b'exposure',b'',b'science'
b'caom:NOAO/kp1013589',,b'00000000-0000-0000-b101-db87f2141ab6',b'NOAO',b'kp1013589',b'exposure',b'',b'science'
b'caom:NOAO/kp1013534',,b'00000000-0000-0000-8e3d-1776bd9d41c4',b'NOAO',b'kp1013534',b'exposure',b'',b'science'
b'caom:NOAO/kp1013579',,b'00000000-0000-0000-896a-2e89a9ad0d4b',b'NOAO',b'kp1013579',b'exposure',b'',b'science'
b'caom:NOAO/kp1013552',,b'00000000-0000-0000-9489-bbce71a131bd',b'NOAO',b'kp1013552',b'exposure',b'',b'science'
b'caom:NOAO/kp1013545',,b'00000000-0000-0000-b1de-65c8d1054593',b'NOAO',b'kp1013545',b'exposure',b'',b'science'
b'caom:NOAO/kp1013590',,b'00000000-0000-0000-a2c6-9df8a400adeb',b'NOAO',b'kp1013590',b'exposure',b'',b'science'
b'caom:NOAO/kp1013541',,b'00000000-0000-0000-bd04-bab32e02a830',b'NOAO',b'kp1013541',b'exposure',b'',b'science'
b'caom:NOAO/kp1013530',,b'00000000-0000-0000-bed0-c312668767fe',b'NOAO',b'kp1013530',b'exposure',b'',b'science'
b'caom:NOAO/kp1013503',,b'00000000-0000-0000-a6ad-63b2a6cf9941',b'NOAO',b'kp1013503',b'exposure',b'',b'science'
b'caom:NOAO/kp1013519',,b'00000000-0000-0000-bf5d-2f9717b4af7d',b'NOAO',b'kp1013519',b'exposure',b'',b'science'
b'caom:NOAO/kp1013557',,b'00000000-0000-0000-8345-4c5e4ae005fc',b'NOAO',b'kp1013557',b'exposure',b'',b'science'
b'caom:NOAO/kp1013518',,b'00000000-0000-0000-9286-e99536ee64c1',b'NOAO',b'kp1013518',b'exposure',b'',b'science'
b'caom:NOAO/kp1013591',,b'00000000-0000-0000-865c-d5ecfe644bfd',b'NOAO',b'kp1013591',b'exposure',b'',b'science'
b'caom:NOAO/kp1013523',,b'00000000-0000-0000-9991-28c949e675be',b'NOAO',b'kp1013523',b'exposure',b'',b'science'
b'caom:NOAO/kp1013566',,b'00000000-0000-0000-ba28-b5708086b27a',b'NOAO',b'kp1013566',b'exposure',b'',b'science'
b'caom:NOAO/kp1013599',,b'00000000-0000-0000-884f-23579d8e4622',b'NOAO',b'kp1013599',b'exposure',b'',b'science'
b'caom:NOAO/kp1013575',,b'00000000-0000-0000-880d-236035c17e0a',b'NOAO',b'kp1013575',b'exposure',b'',b'science'
b'caom:NOAO/kp1013524',,b'00000000-0000-0000-bab1-5467b444e1e5',b'NOAO',b'kp1013524',b'exposure',b'',b'science'
b'caom:NOAO/kp1013532',,b'00000000-0000-0000-870e-372dbefcb6b9',b'NOAO',b'kp1013532',b'exposure',b'',b'science'
b'caom:NOAO/kp1013555',,b'00000000-0000-0000-884c-c81b25e8a2af',b'NOAO',b'kp1013555',b'exposure',b'',b'science'
b'caom:NOAO/kp1013535',,b'00000000-0000-0000-8b3a-3cdb4c814aff',b'NOAO',b'kp1013535',b'exposure',b'',b'science'
b'caom:NOAO/kp1013550',,b'00000000-0000-0000-a9f4-e8f0508f6352',b'NOAO',b'kp1013550',b'exposure',b'',b'science'
b'caom:NOAO/kp1013513',,b'00000000-0000-0000-82f3-5a5e30b3567c',b'NOAO',b'kp1013513',b'exposure',b'',b'science'
b'caom:NOAO/kp1013585',,b'00000000-0000-0000-a079-96a0030fd4c6',b'NOAO',b'kp1013585',b'exposure',b'',b'science'
b'caom:NOAO/kp1013577',,b'00000000-0000-0000-9ece-18b2134246c5',b'NOAO',b'kp1013577',b'exposure',b'',b'science'
b'caom:NOAO/kp1013592',,b'00000000-0000-0000-ab8b-8d9be992233b',b'NOAO',b'kp1013592',b'exposure',b'',b'science'
b'caom:NOAO/kp1013595',,b'00000000-0000-0000-ab98-25cb2f4b4466',b'NOAO',b'kp1013595',b'exposure',b'',b'science'
b'caom:NOAO/kp1013562',,b'00000000-0000-0000-b5e7-3cc52f5f1db4',b'NOAO',b'kp1013562',b'exposure',b'',b'science'
b'caom:NOAO/kp1013520',,b'00000000-0000-0000-9fb1-4c8a6f2c377d',b'NOAO',b'kp1013520',b'exposure',b'',b'science'
b'caom:NOAO/kp1013505',,b'00000000-0000-0000-b169-e972dae054a3',b'NOAO',b'kp1013505',b'exposure',b'',b'science'
b'caom:NOAO/kp1013500',,b'00000000-0000-0000-be85-3d702111df83',b'NOAO',b'kp1013500',b'exposure',b'',b'science'
b'caom:NOAO/kp1013517',,b'00000000-0000-0000-bb2a-18c41803e9c7',b'NOAO',b'kp1013517',b'exposure',b'',b'science'
b'caom:NOAO/kp1013537',,b'00000000-0000-0000-b0dc-62ddb9e03637',b'NOAO',b'kp1013537',b'exposure',b'',b'science'
b'caom:NOAO/kp1013501',,b'00000000-0000-0000-8516-f2a88b6d0604',b'NOAO',b'kp1013501',b'exposure',b'',b'science'
b'caom:NOAO/kp1013540',,b'00000000-0000-0000-a595-20f6ea68dc3b',b'NOAO',b'kp1013540',b'exposure',b'',b'science'
b'caom:NOAO/kp1013529',,b'00000000-0000-0000-8393-061882b7f689',b'NOAO',b'kp1013529',b'exposure',b'',b'science'
b'caom:NOAO/kp1013596',,b'00000000-0000-0000-b02d-2d42b5e1ab22',b'NOAO',b'kp1013596',b'exposure',b'',b'science'
b'caom:NOAO/kp1013510',,b'00000000-0000-0000-82ce-25fbfa2c4905',b'NOAO',b'kp1013510',b'exposure',b'',b'science'
b'caom:NOAO/kp1013561',,b'00000000-0000-0000-9196-e57d9536b941',b'NOAO',b'kp1013561',b'exposure',b'',b'science'
b'caom:NOAO/kp1013521',,b'00000000-0000-0000-93ae-fececce42990',b'NOAO',b'kp1013521',b'exposure',b'',b'science'
b'caom:NOAO/kp1013564',,b'00000000-0000-0000-8119-792862a67b45',b'NOAO',b'kp1013564',b'exposure',b'',b'science'
b'caom:NOAO/kp1013544',,b'00000000-0000-0000-be94-f792812ba99c',b'NOAO',b'kp1013544',b'exposure',b'',b'science'
b'caom:NOAO/kp1013548',,b'00000000-0000-0000-8d9d-f9912648f6bf',b'NOAO',b'kp1013548',b'exposure',b'',b'science'
b'caom:NOAO/kp1013580',,b'00000000-0000-0000-a928-8de18170b688',b'NOAO',b'kp1013580',b'exposure',b'',b'science'
b'caom:NOAO/kp1013538',,b'00000000-0000-0000-bd25-dee458ca0311',b'NOAO',b'kp1013538',b'exposure',b'',b'science'
b'caom:NOAO/kp1013507',,b'00000000-0000-0000-b619-1d19f72b030b',b'NOAO',b'kp1013507',b'exposure',b'',b'science'
b'caom:NOAO/tu2010135',,b'00000000-0000-0000-8bab-534969c6293d',b'NOAO',b'tu2010135',b'exposure',b'object',b'science'
b'caom:NOAO/k21i_080310_101353_ori',,b'00000000-0000-0000-b019-1f852ec9005e',b'NOAO',b'k21i_080310_101353_ori',b'exposure',b'',b'science'
b'caom:NOAO/kww_150105_101352_ori',,b'00000000-0000-0000-bec9-27a3cd2199e0',b'NOAO',b'kww_150105_101352_ori',b'exposure',b'',b'science'
b'caom:NOAO/c4ai_160321_101359_ori',,b'00000000-0000-0000-ac8f-0ea0d6a2fa57',b'NOAO',b'c4ai_160321_101359_ori',b'exposure',b'object',b'science'
b'caom:NOAO/c09i_050727_210135_fri',,b'00000000-0000-0000-adc8-1f5426c70f8a',b'NOAO',b'c09i_050727_210135_fri',b'exposure',b'',b'science'
b'caom:NOAO/psi_060925_101351_ori',,b'00000000-0000-0000-b7fe-684f69aa34c0',b'NOAO',b'psi_060925_101351_ori',b'exposure',b'object',b'science'
b'caom:NOAO/c09i_050726_101350_ori',,b'00000000-0000-0000-8e81-49245176d12a',b'NOAO',b'c09i_050726_101350_ori',b'exposure',b'',b'science'
b'caom:NOAO/kp1010135',,b'00000000-0000-0000-a2f9-2303ac80f613',b'NOAO',b'kp1010135',b'exposure',b'',b'science'
b'caom:NOAO/c13a_050719_101353_ori',,b'00000000-0000-0000-8099-41635f6ca5c8',b'NOAO',b'c13a_050719_101353_ori',b'exposure',b'',b'science'
b'caom:NOAO/k09i_050716_110135_ori',,b'00000000-0000-0000-a655-8cfaac28a422',b'NOAO',b'k09i_050716_110135_ori',b'exposure',b'',b'science'
b'caom:NOAO/c09i_080229_101354_sri',,b'00000000-0000-0000-b99c-7077f00b34f2',b'NOAO',b'c09i_080229_101354_sri',b'exposure',b'',b'science'
b'caom:NOAO/c09i_060126_210135_fri',,b'00000000-0000-0000-8c0a-d55c31afedb7',b'NOAO',b'c09i_060126_210135_fri',b'exposure',b'',b'science'
b'caom:NOAO/k09m_081008_101358_ori',,b'00000000-0000-0000-86d8-1e9dcc6ce0a8',b'NOAO',b'k09m_081008_101358_ori',b'exposure',b'object',b'science'
b'caom:NOAO/k4f_040924_101358_ori',,b'00000000-0000-0000-b8cb-5c4af4d4dac2',b'NOAO',b'k4f_040924_101358_ori',b'exposure',b'',b'science'
b'caom:NOAO/c13a_070605_101351_fri',,b'00000000-0000-0000-8b58-2734185dc8c8',b'NOAO',b'c13a_070605_101351_fri',b'exposure',b'',b'science'
b'caom:NOAO/c4i_070605_101350_uri',,b'00000000-0000-0000-8a32-386b2de0a2a1',b'NOAO',b'c4i_070605_101350_uri',b'exposure',b'',b'science'
b'caom:NOAO/c15e_140528_101358_cri',,b'00000000-0000-0000-8e3f-cff6d094c112',b'NOAO',b'c15e_140528_101358_cri',b'exposure',b'',b'science'
b'caom:NOAO/c15e_160105_101350_dri',,b'00000000-0000-0000-8b58-229e8df129d1',b'NOAO',b'c15e_160105_101350_dri',b'exposure',b'',b'science'
b'caom:NOAO/k4n_081007_101352_ori',,b'00000000-0000-0000-aa32-877d32faa42c',b'NOAO',b'k4n_081007_101352_ori',b'exposure',b'object',b'science'
b'caom:NOAO/ct2110135',,b'00000000-0000-0000-be37-4c642c49549c',b'NOAO',b'ct2110135',b'exposure',b'',b'science'
b'caom:NOAO/c15e_140527_101359_zri',,b'00000000-0000-0000-baf0-b5c58ae51512',b'NOAO',b'c15e_140527_101359_zri',b'exposure',b'',b'science'
b'caom:NOAO/c15e_141210_101353_dri',,b'00000000-0000-0000-9c2b-cd660238146c',b'NOAO',b'c15e_141210_101353_dri',b'exposure',b'',b'science'
b'caom:NOAO/c13a_060812_101354_ori',,b'00000000-0000-0000-bfd5-bdc9688b0598',b'NOAO',b'c13a_060812_101354_ori',b'exposure',b'',b'science'
b'caom:NOAO/k4m_170602_101350_ori',,b'00000000-0000-0000-a1a5-e05213f4c167',b'NOAO',b'k4m_170602_101350_ori',b'exposure',b'object',b'science'
b'caom:NOAO/k4m_170602_101350_ood_zd_v1',,b'00000000-0000-0000-9c3d-69cccf716aa9',b'NOAO',b'k4m_170602_101350_ood_zd_v1',b'exposure',b'object',b'science'
b'caom:NOAO/k4m_170602_101350_oow_zd_v1',,b'00000000-0000-0000-8654-cca294f2f43f',b'NOAO',b'k4m_170602_101350_oow_zd_v1',b'exposure',b'object',b'science'
b'caom:NOAO/k4m_170602_101350_ooi_zd_v1',,b'00000000-0000-0000-ab1a-bf95a7bbfa0e',b'NOAO',b'k4m_170602_101350_ooi_zd_v1',b'exposure',b'object',b'science'
b'caom:NOAO/c15e_140830_101354_cri',,b'00000000-0000-0000-9197-3173e6219122',b'NOAO',b'c15e_140830_101354_cri',b'exposure',b'',b'science'
b'caom:NOAO/c13a_170601_010135_ori',,b'00000000-0000-0000-8874-1d3e03cf6a21',b'NOAO',b'c13a_170601_010135_ori',b'exposure',b'object',b'science'
b'caom:NOAO/tu1410135',,b'00000000-0000-0000-92d5-eb7f01a64186',b'NOAO',b'tu1410135',b'exposure',b'object',b'science'
b'caom:NOAO/c15s_060318_210135_zri',,b'00000000-0000-0000-bcf2-64df8e60a60f',b'NOAO',b'c15s_060318_210135_zri',b'exposure',b'',b'science'
b'caom:NOAO/c13a_060625_101353_ori',,b'00000000-0000-0000-baa3-53c37d6e098b',b'NOAO',b'c13a_060625_101353_ori',b'exposure',b'',b'science'
b'caom:NOAO/k4f_040923_101350_ori',,b'00000000-0000-0000-b2a3-8249b8442362',b'NOAO',b'k4f_040923_101350_ori',b'exposure',b'',b'science'
b'caom:NOAO/c15e_141226_101357_dri',,b'00000000-0000-0000-9528-2b1d7bf6841b',b'NOAO',b'c15e_141226_101357_dri',b'exposure',b'',b'science'
b'caom:NOAO/c4d_140715_010135_ori',,b'00000000-0000-0000-82ff-8d187eebbde8',b'NOAO',b'c4d_140715_010135_ori',b'exposure',b'object',b'science'
b'caom:NOAO/c4d_140715_010135_ood_Y_v1',,b'00000000-0000-0000-8a3d-b1e231a3406e',b'NOAO',b'c4d_140715_010135_ood_Y_v1',b'exposure',b'object',b'science'
b'caom:NOAO/c4d_140715_010135_opw_Y_v1',,b'00000000-0000-0000-a7ba-0de3a551587d',b'NOAO',b'c4d_140715_010135_opw_Y_v1',b'exposure',b'object',b'science'
b'caom:NOAO/c4d_140715_010135_oow_Y_v1',,b'00000000-0000-0000-a4ce-7a546762a759',b'NOAO',b'c4d_140715_010135_oow_Y_v1',b'exposure',b'object',b'science'
